Numero,Sector,Mesa,Silla,CodigoQR,RutaQRPng,RutaPasePng
181,B,B9,1,PARR-B9-S01-MQM1,./Sector_B/Mesa_B09_Silla_01_QR.png,./Sector_B/Mesa_B09_Silla_01_Pase.png
182,B,B9,2,PARR-B9-S02-SRQB,./Sector_B/Mesa_B09_Silla_02_QR.png,./Sector_B/Mesa_B09_Silla_02_Pase.png
183,B,B9,3,PARR-B9-S03-M1ZF,./Sector_B/Mesa_B09_Silla_03_QR.png,./Sector_B/Mesa_B09_Silla_03_Pase.png
184,B,B9,4,PARR-B9-S04-1ODW,./Sector_B/Mesa_B09_Silla_04_QR.png,./Sector_B/Mesa_B09_Silla_04_Pase.png
185,B,B9,5,PARR-B9-S05-5UKI,./Sector_B/Mesa_B09_Silla_05_QR.png,./Sector_B/Mesa_B09_Silla_05_Pase.png
186,B,B9,6,PARR-B9-S06-9RQ1,./Sector_B/Mesa_B09_Silla_06_QR.png,./Sector_B/Mesa_B09_Silla_06_Pase.png
187,B,B9,7,PARR-B9-S07-C1RM,./Sector_B/Mesa_B09_Silla_07_QR.png,./Sector_B/Mesa_B09_Silla_07_Pase.png
188,B,B9,8,PARR-B9-S08-TXY8,./Sector_B/Mesa_B09_Silla_08_QR.png,./Sector_B/Mesa_B09_Silla_08_Pase.png
189,B,B9,9,PARR-B9-S09-7HOB,./Sector_B/Mesa_B09_Silla_09_QR.png,./Sector_B/Mesa_B09_Silla_09_Pase.png
190,B,B9,10,PARR-B9-S10-LS79,./Sector_B/Mesa_B09_Silla_10_QR.png,./Sector_B/Mesa_B09_Silla_10_Pase.png
191,B,B10,1,PARR-B10-S01-J9MY,./Sector_B/Mesa_B10_Silla_01_QR.png,./Sector_B/Mesa_B10_Silla_01_Pase.png
192,B,B10,2,PARR-B10-S02-B7MJ,./Sector_B/Mesa_B10_Silla_02_QR.png,./Sector_B/Mesa_B10_Silla_02_Pase.png
193,B,B10,3,PARR-B10-S03-4T1G,./Sector_B/Mesa_B10_Silla_03_QR.png,./Sector_B/Mesa_B10_Silla_03_Pase.png
194,B,B10,4,PARR-B10-S04-TTPI,./Sector_B/Mesa_B10_Silla_04_QR.png,./Sector_B/Mesa_B10_Silla_04_Pase.png
195,B,B10,5,PARR-B10-S05-PEU6,./Sector_B/Mesa_B10_Silla_05_QR.png,./Sector_B/Mesa_B10_Silla_05_Pase.png
196,B,B10,6,PARR-B10-S06-BBMR,./Sector_B/Mesa_B10_Silla_06_QR.png,./Sector_B/Mesa_B10_Silla_06_Pase.png
197,B,B10,7,PARR-B10-S07-0AK1,./Sector_B/Mesa_B10_Silla_07_QR.png,./Sector_B/Mesa_B10_Silla_07_Pase.png
198,B,B10,8,PARR-B10-S08-U2FN,./Sector_B/Mesa_B10_Silla_08_QR.png,./Sector_B/Mesa_B10_Silla_08_Pase.png
199,B,B10,9,PARR-B10-S09-09KM,./Sector_B/Mesa_B10_Silla_09_QR.png,./Sector_B/Mesa_B10_Silla_09_Pase.png
200,B,B10,10,PARR-B10-S10-6828,./Sector_B/Mesa_B10_Silla_10_QR.png,./Sector_B/Mesa_B10_Silla_10_Pase.png
201,C,C1,1,PARR-C1-S01-UO7I,./Sector_C/Mesa_C01_Silla_01_QR.png,./Sector_C/Mesa_C01_Silla_01_Pase.png
202,C,C1,2,PARR-C1-S02-AP04,./Sector_C/Mesa_C01_Silla_02_QR.png,./Sector_C/Mesa_C01_Silla_02_Pase.png
203,C,C1,3,PARR-C1-S03-16JT,./Sector_C/Mesa_C01_Silla_03_QR.png,./Sector_C/Mesa_C01_Silla_03_Pase.png
204,C,C1,4,PARR-C1-S04-XU3C,./Sector_C/Mesa_C01_Silla_04_QR.png,./Sector_C/Mesa_C01_Silla_04_Pase.png
205,C,C1,5,PARR-C1-S05-27C2,./Sector_C/Mesa_C01_Silla_05_QR.png,./Sector_C/Mesa_C01_Silla_05_Pase.png
206,C,C1,6,PARR-C1-S06-TC8Q,./Sector_C/Mesa_C01_Silla_06_QR.png,./Sector_C/Mesa_C01_Silla_06_Pase.png
207,C,C1,7,PARR-C1-S07-39WQ,./Sector_C/Mesa_C01_Silla_07_QR.png,./Sector_C/Mesa_C01_Silla_07_Pase.png
208,C,C1,8,PARR-C1-S08-GWT9,./Sector_C/Mesa_C01_Silla_08_QR.png,./Sector_C/Mesa_C01_Silla_08_Pase.png
209,C,C1,9,PARR-C1-S09-6SNN,./Sector_C/Mesa_C01_Silla_09_QR.png,./Sector_C/Mesa_C01_Silla_09_Pase.png
210,C,C1,10,PARR-C1-S10-RBHP,./Sector_C/Mesa_C01_Silla_10_QR.png,./Sector_C/Mesa_C01_Silla_10_Pase.png
211,C,C2,1,PARR-C2-S01-48UF,./Sector_C/Mesa_C02_Silla_01_QR.png,./Sector_C/Mesa_C02_Silla_01_Pase.png
212,C,C2,2,PARR-C2-S02-HP2M,./Sector_C/Mesa_C02_Silla_02_QR.png,./Sector_C/Mesa_C02_Silla_02_Pase.png
213,C,C2,3,PARR-C2-S03-QAKP,./Sector_C/Mesa_C02_Silla_03_QR.png,./Sector_C/Mesa_C02_Silla_03_Pase.png
214,C,C2,4,PARR-C2-S04-6M18,./Sector_C/Mesa_C02_Silla_04_QR.png,./Sector_C/Mesa_C02_Silla_04_Pase.png
215,C,C2,5,PARR-C2-S05-PLW0,./Sector_C/Mesa_C02_Silla_05_QR.png,./Sector_C/Mesa_C02_Silla_05_Pase.png
216,C,C2,6,PARR-C2-S06-C381,./Sector_C/Mesa_C02_Silla_06_QR.png,./Sector_C/Mesa_C02_Silla_06_Pase.png
217,C,C2,7,PARR-C2-S07-O2GV,./Sector_C/Mesa_C02_Silla_07_QR.png,./Sector_C/Mesa_C02_Silla_07_Pase.png
218,C,C2,8,PARR-C2-S08-H4R8,./Sector_C/Mesa_C02_Silla_08_QR.png,./Sector_C/Mesa_C02_Silla_08_Pase.png
219,C,C2,9,PARR-C2-S09-S6JS,./Sector_C/Mesa_C02_Silla_09_QR.png,./Sector_C/Mesa_C02_Silla_09_Pase.png
220,C,C2,10,PARR-C2-S10-S0AK,./Sector_C/Mesa_C02_Silla_10_QR.png,./Sector_C/Mesa_C02_Silla_10_Pase.png
221,C,C3,1,PARR-C3-S01-SEZ9,./Sector_C/Mesa_C03_Silla_01_QR.png,./Sector_C/Mesa_C03_Silla_01_Pase.png
222,C,C3,2,PARR-C3-S02-IY36,./Sector_C/Mesa_C03_Silla_02_QR.png,./Sector_C/Mesa_C03_Silla_02_Pase.png
223,C,C3,3,PARR-C3-S03-IYOT,./Sector_C/Mesa_C03_Silla_03_QR.png,./Sector_C/Mesa_C03_Silla_03_Pase.png
224,C,C3,4,PARR-C3-S04-C1HD,./Sector_C/Mesa_C03_Silla_04_QR.png,./Sector_C/Mesa_C03_Silla_04_Pase.png
225,C,C3,5,PARR-C3-S05-6ZCP,./Sector_C/Mesa_C03_Silla_05_QR.png,./Sector_C/Mesa_C03_Silla_05_Pase.png
226,C,C3,6,PARR-C3-S06-GO7I,./Sector_C/Mesa_C03_Silla_06_QR.png,./Sector_C/Mesa_C03_Silla_06_Pase.png
227,C,C3,7,PARR-C3-S07-SLXD,./Sector_C/Mesa_C03_Silla_07_QR.png,./Sector_C/Mesa_C03_Silla_07_Pase.png
228,C,C3,8,PARR-C3-S08-9LWV,./Sector_C/Mesa_C03_Silla_08_QR.png,./Sector_C/Mesa_C03_Silla_08_Pase.png
229,C,C3,9,PARR-C3-S09-BMF1,./Sector_C/Mesa_C03_Silla_09_QR.png,./Sector_C/Mesa_C03_Silla_09_Pase.png
230,C,C3,10,PARR-C3-S10-980E,./Sector_C/Mesa_C03_Silla_10_QR.png,./Sector_C/Mesa_C03_Silla_10_Pase.png
231,C,C4,1,PARR-C4-S01-L9AD,./Sector_C/Mesa_C04_Silla_01_QR.png,./Sector_C/Mesa_C04_Silla_01_Pase.png
232,C,C4,2,PARR-C4-S02-5EUA,./Sector_C/Mesa_C04_Silla_02_QR.png,./Sector_C/Mesa_C04_Silla_02_Pase.png
233,C,C4,3,PARR-C4-S03-E9RC,./Sector_C/Mesa_C04_Silla_03_QR.png,./Sector_C/Mesa_C04_Silla_03_Pase.png
234,C,C4,4,PARR-C4-S04-D4AL,./Sector_C/Mesa_C04_Silla_04_QR.png,./Sector_C/Mesa_C04_Silla_04_Pase.png
235,C,C4,5,PARR-C4-S05-PRYB,./Sector_C/Mesa_C04_Silla_05_QR.png,./Sector_C/Mesa_C04_Silla_05_Pase.png
236,C,C4,6,PARR-C4-S06-ZJ9E,./Sector_C/Mesa_C04_Silla_06_QR.png,./Sector_C/Mesa_C04_Silla_06_Pase.png
237,C,C4,7,PARR-C4-S07-53N3,./Sector_C/Mesa_C04_Silla_07_QR.png,./Sector_C/Mesa_C04_Silla_07_Pase.png
238,C,C4,8,PARR-C4-S08-EMQO,./Sector_C/Mesa_C04_Silla_08_QR.png,./Sector_C/Mesa_C04_Silla_08_Pase.png
239,C,C4,9,PARR-C4-S09-15PE,./Sector_C/Mesa_C04_Silla_09_QR.png,./Sector_C/Mesa_C04_Silla_09_Pase.png
240,C,C4,10,PARR-C4-S10-S776,./Sector_C/Mesa_C04_Silla_10_QR.png,./Sector_C/Mesa_C04_Silla_10_Pase.png
241,C,C5,1,PARR-C5-S01-4QQN,./Sector_C/Mesa_C05_Silla_01_QR.png,./Sector_C/Mesa_C05_Silla_01_Pase.png
242,C,C5,2,PARR-C5-S02-0IZH,./Sector_C/Mesa_C05_Silla_02_QR.png,./Sector_C/Mesa_C05_Silla_02_Pase.png
243,C,C5,3,PARR-C5-S03-5GKF,./Sector_C/Mesa_C05_Silla_03_QR.png,./Sector_C/Mesa_C05_Silla_03_Pase.png
244,C,C5,4,PARR-C5-S04-FYTY,./Sector_C/Mesa_C05_Silla_04_QR.png,./Sector_C/Mesa_C05_Silla_04_Pase.png
245,C,C5,5,PARR-C5-S05-D0Z9,./Sector_C/Mesa_C05_Silla_05_QR.png,./Sector_C/Mesa_C05_Silla_05_Pase.png
246,C,C5,6,PARR-C5-S06-RD6D,./Sector_C/Mesa_C05_Silla_06_QR.png,./Sector_C/Mesa_C05_Silla_06_Pase.png
247,C,C5,7,PARR-C5-S07-FXZ6,./Sector_C/Mesa_C05_Silla_07_QR.png,./Sector_C/Mesa_C05_Silla_07_Pase.png
248,C,C5,8,PARR-C5-S08-1ZDG,./Sector_C/Mesa_C05_Silla_08_QR.png,./Sector_C/Mesa_C05_Silla_08_Pase.png
249,C,C5,9,PARR-C5-S09-U5IS,./Sector_C/Mesa_C05_Silla_09_QR.png,./Sector_C/Mesa_C05_Silla_09_Pase.png
250,C,C5,10,PARR-C5-S10-ION7,./Sector_C/Mesa_C05_Silla_10_QR.png,./Sector_C/Mesa_C05_Silla_10_Pase.png
251,C,C6,1,PARR-C6-S01-ZDGY,./Sector_C/Mesa_C06_Silla_01_QR.png,./Sector_C/Mesa_C06_Silla_01_Pase.png
252,C,C6,2,PARR-C6-S02-6HX7,./Sector_C/Mesa_C06_Silla_02_QR.png,./Sector_C/Mesa_C06_Silla_02_Pase.png
253,C,C6,3,PARR-C6-S03-MOW0,./Sector_C/Mesa_C06_Silla_03_QR.png,./Sector_C/Mesa_C06_Silla_03_Pase.png
254,C,C6,4,PARR-C6-S04-0SOR,./Sector_C/Mesa_C06_Silla_04_QR.png,./Sector_C/Mesa_C06_Silla_04_Pase.png
255,C,C6,5,PARR-C6-S05-ZNRM,./Sector_C/Mesa_C06_Silla_05_QR.png,./Sector_C/Mesa_C06_Silla_05_Pase.png
256,C,C6,6,PARR-C6-S06-TXIQ,./Sector_C/Mesa_C06_Silla_06_QR.png,./Sector_C/Mesa_C06_Silla_06_Pase.png
257,C,C6,7,PARR-C6-S07-H66I,./Sector_C/Mesa_C06_Silla_07_QR.png,./Sector_C/Mesa_C06_Silla_07_Pase.png
258,C,C6,8,PARR-C6-S08-PME5,./Sector_C/Mesa_C06_Silla_08_QR.png,./Sector_C/Mesa_C06_Silla_08_Pase.png
259,C,C6,9,PARR-C6-S09-HNG2,./Sector_C/Mesa_C06_Silla_09_QR.png,./Sector_C/Mesa_C06_Silla_09_Pase.png
260,C,C6,10,PARR-C6-S10-6LNL,./Sector_C/Mesa_C06_Silla_10_QR.png,./Sector_C/Mesa_C06_Silla_10_Pase.png
261,C,C7,1,PARR-C7-S01-WQDO,./Sector_C/Mesa_C07_Silla_01_QR.png,./Sector_C/Mesa_C07_Silla_01_Pase.png
262,C,C7,2,PARR-C7-S02-6L2Q,./Sector_C/Mesa_C07_Silla_02_QR.png,./Sector_C/Mesa_C07_Silla_02_Pase.png
263,C,C7,3,PARR-C7-S03-LGVY,./Sector_C/Mesa_C07_Silla_03_QR.png,./Sector_C/Mesa_C07_Silla_03_Pase.png
264,C,C7,4,PARR-C7-S04-ERAJ,./Sector_C/Mesa_C07_Silla_04_QR.png,./Sector_C/Mesa_C07_Silla_04_Pase.png
265,C,C7,5,PARR-C7-S05-S2UW,./Sector_C/Mesa_C07_Silla_05_QR.png,./Sector_C/Mesa_C07_Silla_05_Pase.png
266,C,C7,6,PARR-C7-S06-NQE0,./Sector_C/Mesa_C07_Silla_06_QR.png,./Sector_C/Mesa_C07_Silla_06_Pase.png
267,C,C7,7,PARR-C7-S07-EDCX,./Sector_C/Mesa_C07_Silla_07_QR.png,./Sector_C/Mesa_C07_Silla_07_Pase.png
268,C,C7,8,PARR-C7-S08-C5YC,./Sector_C/Mesa_C07_Silla_08_QR.png,./Sector_C/Mesa_C07_Silla_08_Pase.png
269,C,C7,9,PARR-C7-S09-4NMA,./Sector_C/Mesa_C07_Silla_09_QR.png,./Sector_C/Mesa_C07_Silla_09_Pase.png
270,C,C7,10,PARR-C7-S10-5KYF,./Sector_C/Mesa_C07_Silla_10_QR.png,./Sector_C/Mesa_C07_Silla_10_Pase.png
271,C,C8,1,PARR-C8-S01-QSL8,./Sector_C/Mesa_C08_Silla_01_QR.png,./Sector_C/Mesa_C08_Silla_01_Pase.png
272,C,C8,2,PARR-C8-S02-NXK7,./Sector_C/Mesa_C08_Silla_02_QR.png,./Sector_C/Mesa_C08_Silla_02_Pase.png
273,C,C8,3,PARR-C8-S03-6FOI,./Sector_C/Mesa_C08_Silla_03_QR.png,./Sector_C/Mesa_C08_Silla_03_Pase.png
274,C,C8,4,PARR-C8-S04-MVER,./Sector_C/Mesa_C08_Silla_04_QR.png,./Sector_C/Mesa_C08_Silla_04_Pase.png
275,C,C8,5,PARR-C8-S05-E60E,./Sector_C/Mesa_C08_Silla_05_QR.png,./Sector_C/Mesa_C08_Silla_05_Pase.png
276,C,C8,6,PARR-C8-S06-75NC,./Sector_C/Mesa_C08_Silla_06_QR.png,./Sector_C/Mesa_C08_Silla_06_Pase.png
277,C,C8,7,PARR-C8-S07-3LM1,./Sector_C/Mesa_C08_Silla_07_QR.png,./Sector_C/Mesa_C08_Silla_07_Pase.png
278,C,C8,8,PARR-C8-S08-MGFP,./Sector_C/Mesa_C08_Silla_08_QR.png,./Sector_C/Mesa_C08_Silla_08_Pase.png
279,C,C8,9,PARR-C8-S09-GUG5,./Sector_C/Mesa_C08_Silla_09_QR.png,./Sector_C/Mesa_C08_Silla_09_Pase.png
280,C,C8,10,PARR-C8-S10-KQA3,./Sector_C/Mesa_C08_Silla_10_QR.png,./Sector_C/Mesa_C08_Silla_10_Pase.png
281,C,C9,1,PARR-C9-S01-GMSK,./Sector_C/Mesa_C09_Silla_01_QR.png,./Sector_C/Mesa_C09_Silla_01_Pase.png
282,C,C9,2,PARR-C9-S02-HRV6,./Sector_C/Mesa_C09_Silla_02_QR.png,./Sector_C/Mesa_C09_Silla_02_Pase.png
283,C,C9,3,PARR-C9-S03-K5W2,./Sector_C/Mesa_C09_Silla_03_QR.png,./Sector_C/Mesa_C09_Silla_03_Pase.png
284,C,C9,4,PARR-C9-S04-EZRL,./Sector_C/Mesa_C09_Silla_04_QR.png,./Sector_C/Mesa_C09_Silla_04_Pase.png
285,C,C9,5,PARR-C9-S05-RC01,./Sector_C/Mesa_C09_Silla_05_QR.png,./Sector_C/Mesa_C09_Silla_05_Pase.png
286,C,C9,6,PARR-C9-S06-ZH2L,./Sector_C/Mesa_C09_Silla_06_QR.png,./Sector_C/Mesa_C09_Silla_06_Pase.png
287,C,C9,7,PARR-C9-S07-QMG4,./Sector_C/Mesa_C09_Silla_07_QR.png,./Sector_C/Mesa_C09_Silla_07_Pase.png
288,C,C9,8,PARR-C9-S08-9IHN,./Sector_C/Mesa_C09_Silla_08_QR.png,./Sector_C/Mesa_C09_Silla_08_Pase.png
289,C,C9,9,PARR-C9-S09-CWC8,./Sector_C/Mesa_C09_Silla_09_QR.png,./Sector_C/Mesa_C09_Silla_09_Pase.png
290,C,C9,10,PARR-C9-S10-NV8A,./Sector_C/Mesa_C09_Silla_10_QR.png,./Sector_C/Mesa_C09_Silla_10_Pase.png
291,C,C10,1,PARR-C10-S01-W1RP,./Sector_C/Mesa_C10_Silla_01_QR.png,./Sector_C/Mesa_C10_Silla_01_Pase.png
292,C,C10,2,PARR-C10-S02-NRJ6,./Sector_C/Mesa_C10_Silla_02_QR.png,./Sector_C/Mesa_C10_Silla_02_Pase.png
293,C,C10,3,PARR-C10-S03-5UY4,./Sector_C/Mesa_C10_Silla_03_QR.png,./Sector_C/Mesa_C10_Silla_03_Pase.png
294,C,C10,4,PARR-C10-S04-4RHV,./Sector_C/Mesa_C10_Silla_04_QR.png,./Sector_C/Mesa_C10_Silla_04_Pase.png
295,C,C10,5,PARR-C10-S05-E7F2,./Sector_C/Mesa_C10_Silla_05_QR.png,./Sector_C/Mesa_C10_Silla_05_Pase.png
296,C,C10,6,PARR-C10-S06-Z9OT,./Sector_C/Mesa_C10_Silla_06_QR.png,./Sector_C/Mesa_C10_Silla_06_Pase.png
297,C,C10,7,PARR-C10-S07-FOPW,./Sector_C/Mesa_C10_Silla_07_QR.png,./Sector_C/Mesa_C10_Silla_07_Pase.png
298,C,C10,8,PARR-C10-S08-VLCC,./Sector_C/Mesa_C10_Silla_08_QR.png,./Sector_C/Mesa_C10_Silla_08_Pase.png
299,C,C10,9,PARR-C10-S09-S7L5,./Sector_C/Mesa_C10_Silla_09_QR.png,./Sector_C/Mesa_C10_Silla_09_Pase.png
300,C,C10,10,PARR-C10-S10-TY3M,./Sector_C/Mesa_C10_Silla_10_QR.png,./Sector_C/Mesa_C10_Silla_10_Pase.png
301,D,D1,1,PARR-D1-S01-COGK,./Sector_D/Mesa_D01_Silla_01_QR.png,./Sector_D/Mesa_D01_Silla_01_Pase.png
302,D,D1,2,PARR-D1-S02-ISY5,./Sector_D/Mesa_D01_Silla_02_QR.png,./Sector_D/Mesa_D01_Silla_02_Pase.png
303,D,D1,3,PARR-D1-S03-X3DI,./Sector_D/Mesa_D01_Silla_03_QR.png,./Sector_D/Mesa_D01_Silla_03_Pase.png
304,D,D1,4,PARR-D1-S04-EQWC,./Sector_D/Mesa_D01_Silla_04_QR.png,./Sector_D/Mesa_D01_Silla_04_Pase.png
305,D,D1,5,PARR-D1-S05-I4WS,./Sector_D/Mesa_D01_Silla_05_QR.png,./Sector_D/Mesa_D01_Silla_05_Pase.png
306,D,D1,6,PARR-D1-S06-0Z32,./Sector_D/Mesa_D01_Silla_06_QR.png,./Sector_D/Mesa_D01_Silla_06_Pase.png
307,D,D1,7,PARR-D1-S07-RLJN,./Sector_D/Mesa_D01_Silla_07_QR.png,./Sector_D/Mesa_D01_Silla_07_Pase.png
308,D,D1,8,PARR-D1-S08-PH78,./Sector_D/Mesa_D01_Silla_08_QR.png,./Sector_D/Mesa_D01_Silla_08_Pase.png
309,D,D1,9,PARR-D1-S09-FFWW,./Sector_D/Mesa_D01_Silla_09_QR.png,./Sector_D/Mesa_D01_Silla_09_Pase.png
310,D,D1,10,PARR-D1-S10-BAYT,./Sector_D/Mesa_D01_Silla_10_QR.png,./Sector_D/Mesa_D01_Silla_10_Pase.png
311,D,D2,1,PARR-D2-S01-932I,./Sector_D/Mesa_D02_Silla_01_QR.png,./Sector_D/Mesa_D02_Silla_01_Pase.png
312,D,D2,2,PARR-D2-S02-K51Y,./Sector_D/Mesa_D02_Silla_02_QR.png,./Sector_D/Mesa_D02_Silla_02_Pase.png
313,D,D2,3,PARR-D2-S03-EC1O,./Sector_D/Mesa_D02_Silla_03_QR.png,./Sector_D/Mesa_D02_Silla_03_Pase.png
314,D,D2,4,PARR-D2-S04-55F9,./Sector_D/Mesa_D02_Silla_04_QR.png,./Sector_D/Mesa_D02_Silla_04_Pase.png
315,D,D2,5,PARR-D2-S05-MJS1,./Sector_D/Mesa_D02_Silla_05_QR.png,./Sector_D/Mesa_D02_Silla_05_Pase.png
316,D,D2,6,PARR-D2-S06-F3XI,./Sector_D/Mesa_D02_Silla_06_QR.png,./Sector_D/Mesa_D02_Silla_06_Pase.png
317,D,D2,7,PARR-D2-S07-KV0L,./Sector_D/Mesa_D02_Silla_07_QR.png,./Sector_D/Mesa_D02_Silla_07_Pase.png
318,D,D2,8,PARR-D2-S08-PXPF,./Sector_D/Mesa_D02_Silla_08_QR.png,./Sector_D/Mesa_D02_Silla_08_Pase.png
319,D,D2,9,PARR-D2-S09-HH6U,./Sector_D/Mesa_D02_Silla_09_QR.png,./Sector_D/Mesa_D02_Silla_09_Pase.png
320,D,D2,10,PARR-D2-S10-HHEW,./Sector_D/Mesa_D02_Silla_10_QR.png,./Sector_D/Mesa_D02_Silla_10_Pase.png
321,D,D3,1,PARR-D3-S01-8LXP,./Sector_D/Mesa_D03_Silla_01_QR.png,./Sector_D/Mesa_D03_Silla_01_Pase.png
322,D,D3,2,PARR-D3-S02-W46J,./Sector_D/Mesa_D03_Silla_02_QR.png,./Sector_D/Mesa_D03_Silla_02_Pase.png
323,D,D3,3,PARR-D3-S03-ABPE,./Sector_D/Mesa_D03_Silla_03_QR.png,./Sector_D/Mesa_D03_Silla_03_Pase.png
324,D,D3,4,PARR-D3-S04-XCFA,./Sector_D/Mesa_D03_Silla_04_QR.png,./Sector_D/Mesa_D03_Silla_04_Pase.png
325,D,D3,5,PARR-D3-S05-CRAO,./Sector_D/Mesa_D03_Silla_05_QR.png,./Sector_D/Mesa_D03_Silla_05_Pase.png
326,D,D3,6,PARR-D3-S06-DHBP,./Sector_D/Mesa_D03_Silla_06_QR.png,./Sector_D/Mesa_D03_Silla_06_Pase.png
327,D,D3,7,PARR-D3-S07-72YF,./Sector_D/Mesa_D03_Silla_07_QR.png,./Sector_D/Mesa_D03_Silla_07_Pase.png
328,D,D3,8,PARR-D3-S08-I1PL,./Sector_D/Mesa_D03_Silla_08_QR.png,./Sector_D/Mesa_D03_Silla_08_Pase.png
329,D,D3,9,PARR-D3-S09-D5PU,./Sector_D/Mesa_D03_Silla_09_QR.png,./Sector_D/Mesa_D03_Silla_09_Pase.png
330,D,D3,10,PARR-D3-S10-TU3L,./Sector_D/Mesa_D03_Silla_10_QR.png,./Sector_D/Mesa_D03_Silla_10_Pase.png
331,D,D4,1,PARR-D4-S01-32D2,./Sector_D/Mesa_D04_Silla_01_QR.png,./Sector_D/Mesa_D04_Silla_01_Pase.png
332,D,D4,2,PARR-D4-S02-T8X7,./Sector_D/Mesa_D04_Silla_02_QR.png,./Sector_D/Mesa_D04_Silla_02_Pase.png
333,D,D4,3,PARR-D4-S03-CZ67,./Sector_D/Mesa_D04_Silla_03_QR.png,./Sector_D/Mesa_D04_Silla_03_Pase.png
334,D,D4,4,PARR-D4-S04-SQYA,./Sector_D/Mesa_D04_Silla_04_QR.png,./Sector_D/Mesa_D04_Silla_04_Pase.png
335,D,D4,5,PARR-D4-S05-9P7W,./Sector_D/Mesa_D04_Silla_05_QR.png,./Sector_D/Mesa_D04_Silla_05_Pase.png
336,D,D4,6,PARR-D4-S06-UG4P,./Sector_D/Mesa_D04_Silla_06_QR.png,./Sector_D/Mesa_D04_Silla_06_Pase.png
337,D,D4,7,PARR-D4-S07-NXLM,./Sector_D/Mesa_D04_Silla_07_QR.png,./Sector_D/Mesa_D04_Silla_07_Pase.png
338,D,D4,8,PARR-D4-S08-5YTE,./Sector_D/Mesa_D04_Silla_08_QR.png,./Sector_D/Mesa_D04_Silla_08_Pase.png
339,D,D4,9,PARR-D4-S09-SYFU,./Sector_D/Mesa_D04_Silla_09_QR.png,./Sector_D/Mesa_D04_Silla_09_Pase.png
340,D,D4,10,PARR-D4-S10-SFUR,./Sector_D/Mesa_D04_Silla_10_QR.png,./Sector_D/Mesa_D04_Silla_10_Pase.png
341,D,D5,1,PARR-D5-S01-XO4I,./Sector_D/Mesa_D05_Silla_01_QR.png,./Sector_D/Mesa_D05_Silla_01_Pase.png
342,D,D5,2,PARR-D5-S02-9CZE,./Sector_D/Mesa_D05_Silla_02_QR.png,./Sector_D/Mesa_D05_Silla_02_Pase.png
343,D,D5,3,PARR-D5-S03-HFQU,./Sector_D/Mesa_D05_Silla_03_QR.png,./Sector_D/Mesa_D05_Silla_03_Pase.png
344,D,D5,4,PARR-D5-S04-LKS4,./Sector_D/Mesa_D05_Silla_04_QR.png,./Sector_D/Mesa_D05_Silla_04_Pase.png
345,D,D5,5,PARR-D5-S05-T5JW,./Sector_D/Mesa_D05_Silla_05_QR.png,./Sector_D/Mesa_D05_Silla_05_Pase.png
346,D,D5,6,PARR-D5-S06-OZQO,./Sector_D/Mesa_D05_Silla_06_QR.png,./Sector_D/Mesa_D05_Silla_06_Pase.png
347,D,D5,7,PARR-D5-S07-XR54,./Sector_D/Mesa_D05_Silla_07_QR.png,./Sector_D/Mesa_D05_Silla_07_Pase.png
348,D,D5,8,PARR-D5-S08-PORP,./Sector_D/Mesa_D05_Silla_08_QR.png,./Sector_D/Mesa_D05_Silla_08_Pase.png
349,D,D5,9,PARR-D5-S09-8962,./Sector_D/Mesa_D05_Silla_09_QR.png,./Sector_D/Mesa_D05_Silla_09_Pase.png
350,D,D5,10,PARR-D5-S10-ROAL,./Sector_D/Mesa_D05_Silla_10_QR.png,./Sector_D/Mesa_D05_Silla_10_Pase.png
351,D,D6,1,PARR-D6-S01-C5XD,./Sector_D/Mesa_D06_Silla_01_QR.png,./Sector_D/Mesa_D06_Silla_01_Pase.png
352,D,D6,2,PARR-D6-S02-IR3D,./Sector_D/Mesa_D06_Silla_02_QR.png,./Sector_D/Mesa_D06_Silla_02_Pase.png
353,D,D6,3,PARR-D6-S03-HCHK,./Sector_D/Mesa_D06_Silla_03_QR.png,./Sector_D/Mesa_D06_Silla_03_Pase.png
354,D,D6,4,PARR-D6-S04-JT8V,./Sector_D/Mesa_D06_Silla_04_QR.png,./Sector_D/Mesa_D06_Silla_04_Pase.png
355,D,D6,5,PARR-D6-S05-2GQX,./Sector_D/Mesa_D06_Silla_05_QR.png,./Sector_D/Mesa_D06_Silla_05_Pase.png
356,D,D6,6,PARR-D6-S06-8C2K,./Sector_D/Mesa_D06_Silla_06_QR.png,./Sector_D/Mesa_D06_Silla_06_Pase.png
357,D,D6,7,PARR-D6-S07-45JH,./Sector_D/Mesa_D06_Silla_07_QR.png,./Sector_D/Mesa_D06_Silla_07_Pase.png
358,D,D6,8,PARR-D6-S08-HW7H,./Sector_D/Mesa_D06_Silla_08_QR.png,./Sector_D/Mesa_D06_Silla_08_Pase.png
359,D,D6,9,PARR-D6-S09-7Q08,./Sector_D/Mesa_D06_Silla_09_QR.png,./Sector_D/Mesa_D06_Silla_09_Pase.png
360,D,D6,10,PARR-D6-S10-IJDH,./Sector_D/Mesa_D06_Silla_10_QR.png,./Sector_D/Mesa_D06_Silla_10_Pase.png
361,D,D7,1,PARR-D7-S01-7H01,./Sector_D/Mesa_D07_Silla_01_QR.png,./Sector_D/Mesa_D07_Silla_01_Pase.png
